first_name,last_name,email,department,salary
Kike,Bárcena,zsandoval@example.com,Sales,40452.06
Natanael,Bermejo,juan-jose74@example.com,Operations,36963.53
Che,Expósito,mascaroencarnacion@example.net,Finance,39396.91
Victor,Llamas,nestoririarte@example.net,Marketing,36870.26
Pepita,Rodriguez,cporta@example.com,Marketing,49985.38
Saturnina,Barberá,zbuendia@example.net,Marketing,46534.61
Juan José,Casanova,ruy63@example.net,Operations,42562.82
Danilo,Arellano,romeutomasa@example.net,Finance,76631.93
Leandro,Morell,burgosisabela@example.net,Finance,40269.9
Esteban,Lamas,hilariomedina@example.com,Human Resources,34009.15
Casemiro,Valera,tadadia@example.net,Marketing,21542.82
Lucio,Pozo,efrainsevillano@example.com,Human Resources,72093.96
Adriana,Sureda,izaguirrelucio@example.net,Engineering,46066.29
Estela,Toledo,galianoolegario@example.com,Marketing,27175.07
Eloísa,Zamora,damianbravo@example.com,Engineering,21141.53
Marianela,Marín,nogueiragertrudis@example.net,Engineering,48426.86
Agustina,Gutierrez,olimpiasalom@example.org,Engineering,79454.36
Fabiola,Herranz,ivan39@example.net,Sales,24858.9
Elvira,Moles,reinaldocabanillas@example.org,Sales,60777.99
Teófila,Lorenzo,natanael61@example.org,Engineering,72631.8
Eusebio,Abascal,buenaventurapellicer@example.org,Operations,28010.81
Ainoa,Mena,crescencia12@example.org,Finance,38211.49
Maite,Duran,elenafigueras@example.com,Finance,53805.7
Ruperto,Nicolás,ialamo@example.com,Finance,26782.3
Cruz,Roldan,escamillajoaquina@example.net,Human Resources,63722.1
Fortunata,Angulo,wdiez@example.com,Engineering,26822.67
Román,Álvaro,jarco@example.net,Marketing,79450.75
Raimundo,Duran,bernardinocamps@example.net,Human Resources,66281.55
Isaura,Costa,moralesleticia@example.org,Marketing,62447.78
Viviana,Alegria,mascaromaximino@example.com,Sales,32413.32
Rosalva,Alvarado,inesdelgado@example.com,Sales,36082.37
Calixta,Marti,catalinazamora@example.com,Marketing,23788.82
Hortensia,Cánovas,consuelalastra@example.net,Human Resources,27936.28
Bartolomé,Castellanos,ccolomer@example.net,Operations,62441.64
Saturnino,Juárez,ricobenito@example.net,Finance,25917.04
Esmeralda,Boada,venceslas80@example.net,Engineering,62789.48
José Antonio,Zamora,amilcarcabeza@example.net,Finance,39448.45
Isidro,Pino,acostaamor@example.net,Sales,24831.73
Imelda,Polo,fmartinez@example.org,Engineering,21351.76
Beatriz,Vives,remedios69@example.com,Human Resources,40036.4
Lorena,Ávila,juan59@example.net,Finance,50237.35
Griselda,Galan,nidia01@example.net,Sales,48589.65
Natalia,Álvarez,loidaluis@example.com,Operations,33487.15
Gervasio,Torrecilla,vicenta48@example.org,Finance,26931.53
Azeneth,Guzman,jose-antonio76@example.com,Engineering,49146.52
Zaida,Morera,enriquezcasandra@example.org,Finance,63076.95
Luisa,Castell,bautista03@example.com,Marketing,61632.75
Amílcar,Madrigal,reinaldo44@example.org,Finance,31544.67
Florentina,Abellán,teofila29@example.net,Operations,79622.05
Corona,Ballesteros,dorotea28@example.net,Operations,55542.76
Adolfo,Aguilera,cayetana30@example.com,Human Resources,40387.56
Alba,Cabeza,llamasisidro@example.net,Human Resources,48787.07
Silvestre,Nicolau,evangelinatolosa@example.com,Marketing,59345.33
Aitor,Carpio,marcelarueda@example.net,Operations,79530.31
Sebastian,Crespi,rolando31@example.org,Marketing,65414.7
Anunciación,Herranz,bravodafne@example.org,Engineering,69269.04
Pacífica,Bayón,moyaalmudena@example.com,Engineering,61307.58
Benita,Royo,heriberto31@example.net,Finance,47572.43
Eli,Uría,xcosta@example.net,Operations,41405.26
Soraya,Carranza,melaniavina@example.net,Engineering,78737.53
Herberto,Sanjuan,sevillarufino@example.com,Sales,22923.2
Carolina,Díaz,melendeznatividad@example.org,Engineering,67955.17
Ale,Ballester,jerezasdrubal@example.com,Sales,50859.14
Régulo,Mir,armandopont@example.com,Finance,31529.82
René,Castro,abril56@example.org,Sales,22562.81
Amancio,Riquelme,cadenasnereida@example.net,Finance,51480.4
Luis,Bru,isabela21@example.org,Marketing,24424.69
Juanita,Galván,bartolomenilda@example.org,Operations,76085.76
Corona,Olmo,ericsalmeron@example.com,Finance,46271.44
Jose Francisco,Poza,herasariel@example.org,Marketing,24998.09
Filomena,Pinto,pomboruben@example.net,Human Resources,59528.26
Etelvina,Juárez,sierracharo@example.net,Finance,22257.57
Candela,Tomás,lucia90@example.net,Engineering,41303.62
Marisela,Gracia,maricelaquesada@example.com,Engineering,29769.17
Amado,Roca,elianaizaguirre@example.net,Operations,35842.28
Silvestre,Martin,crespoemiliano@example.net,Finance,72064.48
Sebastian,Baeza,nicolasaamador@example.com,Engineering,58054.24
Viviana,Julián,omargaya@example.org,Engineering,59808.89
Jose Ignacio,Maldonado,margaritasanchez@example.org,Human Resources,20721.84
Jesús,Cobo,rhidalgo@example.com,Operations,19299.24
Clara,Montenegro,ileana87@example.net,Sales,48313.21
Leire,Cañete,mayonoa@example.net,Sales,44111.14
Caridad,Puente,camilo05@example.org,Engineering,67720.08
Joaquín,Mínguez,anselma47@example.org,Marketing,34732.45
Julieta,Larrea,lcompany@example.net,Operations,33642.26
Jose Manuel,Bernad,valeriojulian@example.com,Engineering,43536.6
Nereida,Peñas,dheredia@example.com,Sales,40908.0
Obdulia,Durán,jenaroraya@example.org,Finance,52734.1
Ruben,Roma,reinaldo42@example.com,Finance,45044.33
Calista,Cañas,lalo99@example.com,Sales,70553.98
Jose Manuel,Quiroga,luis-angel62@example.org,Engineering,41087.12
Ofelia,Cifuentes,joel96@example.net,Marketing,65560.64
Saturnina,Calleja,wilfredosalvador@example.com,Operations,56423.52
Clara,Heras,ysoria@example.com,Engineering,30004.52
Obdulia,Cañas,angelbadia@example.org,Human Resources,58919.18
Nicanor,Chaves,xrosell@example.org,Marketing,73236.48
María Luisa,Bernat,camilosaura@example.net,Sales,30533.6
Micaela,Abascal,abrilarcos@example.net,Operations,57889.06
Edelmira,Sanchez,inescaparros@example.com,Marketing,52066.79
Graciana,Boix,ismaelcasals@example.net,Finance,57765.6
Calista,Echevarría,florinda25@example.net,Finance,31298.79
Saturnino,Martí,ariel16@example.com,Engineering,57230.54
Mónica,Infante,nilocanete@example.org,Marketing,22717.73
Armida,Angulo,carminatenorio@example.org,Finance,62627.71
Nerea,Piña,feliciano97@example.com,Engineering,18418.91
Irma,Ochoa,maritarosa@example.net,Human Resources,74097.79
Lucía,Llabrés,dorotea42@example.com,Human Resources,56978.09
Eusebia,Calderón,carlito14@example.org,Human Resources,72882.06
Hilario,Linares,nsolano@example.net,Engineering,78863.86
Trinidad,Blázquez,florindamartinez@example.net,Marketing,57629.21
Alcides,Lerma,hugochico@example.net,Engineering,62002.89
Sebastián,Páez,espiridion53@example.org,Finance,64106.76
Inmaculada,Ocaña,jose-antonio28@example.org,Finance,76778.07
Marianela,Arévalo,africa33@example.com,Operations,62113.99
Odalis,Báez,florindaquiroga@example.com,Operations,23009.82
Pilar,Miralles,cruz89@example.org,Finance,35009.48
Concha,Estevez,villarfausto@example.net,Marketing,36613.14
Saturnino,Álvarez,ajaen@example.org,Engineering,36057.31
Juanito,Castelló,eufemiabayona@example.com,Finance,72121.57
Román,Pastor,bcanton@example.org,Finance,78389.84
Gonzalo,Valle,candelarialosa@example.com,Sales,32585.72
Maite,Ropero,isabelperales@example.org,Operations,46251.4
Cándido,Escalona,varagon@example.net,Finance,67537.21
Noemí,Manzano,gironaeusebia@example.org,Marketing,22046.6
Gerónimo,Diaz,mesamarcelo@example.net,Engineering,48687.04
Águeda,Piña,bibarra@example.net,Engineering,30135.26
Remigio,Malo,virgiliososa@example.net,Finance,26334.72
Clímaco,Pons,vilmaherrera@example.net,Operations,78522.72
Nicanor,Ariño,joan09@example.org,Marketing,68307.4
Cipriano,Mas,manolocastello@example.net,Engineering,33551.74
Sandra,Vidal,margarita04@example.net,Engineering,78753.41
Emma,Barceló,inigo41@example.org,Finance,31208.0
Fabiola,Morell,concha03@example.org,Engineering,21741.62
Jimena,Jaén,trinidadizquierdo@example.net,Finance,28636.74
Timoteo,Adadia,mcastellanos@example.org,Human Resources,66416.04
Wálter,Pascual,xcaparros@example.net,Finance,73326.81
Felix,Amaya,miriam78@example.com,Marketing,45178.54
Aníbal,Valls,quiquecaparros@example.com,Finance,48767.62
Dalila,Boada,lsalas@example.com,Finance,42112.37
Nilda,Salas,cristobalruano@example.org,Sales,61972.81
Etelvina,Tolosa,emilio99@example.org,Operations,23036.49
Américo,Villalobos,mcarro@example.org,Marketing,41475.69
Octavio,Cuervo,albano12@example.com,Sales,61147.76
Virgilio,Ros,gracia64@example.com,Marketing,38970.7
Vilma,Calderón,jose-miguel74@example.org,Marketing,43300.61
Josefina,Valenzuela,lola16@example.org,Engineering,60150.59
Julia,Castell,nbermejo@example.com,Marketing,37221.44
Florina,Carmona,eliasmachado@example.org,Finance,76887.65
Alicia,Alcaraz,jovitaborrego@example.net,Marketing,18446.88
Raúl,Nicolau,ecabanas@example.org,Engineering,52402.67
Eugenio,Redondo,mnadal@example.org,Engineering,59517.46
Leandra,Abellán,aquiroga@example.net,Sales,31707.16
Jordi,Herrera,otudela@example.net,Sales,59625.87
Flor,Carretero,teodosioarenas@example.org,Operations,76994.55
Abilio,Codina,aristidesbru@example.net,Sales,42969.81
Virginia,Rius,josefina91@example.net,Operations,27745.74
Clementina,Bello,bbenito@example.org,Marketing,77466.36
Paola,Sanmartín,abel31@example.net,Engineering,57230.08
María Dolores,Ayala,oliverasmanuela@example.com,Sales,28635.08
Rosa María,Arco,machadoester@example.com,Sales,63605.12
David,Daza,gallegomanuel@example.net,Engineering,55076.05
Silvestre,Ochoa,jmena@example.com,Operations,69561.74
Beatriz,Fajardo,luisacuenca@example.net,Marketing,60009.0
Wálter,Román,catalina69@example.org,Engineering,39308.72
Jeremías,Izquierdo,anselmagibert@example.com,Sales,64033.7
Tamara,Guitart,narellano@example.org,Engineering,31693.01
José Antonio,Artigas,wcarnero@example.com,Engineering,38844.28
Édgar,Gabaldón,adelina51@example.org,Finance,45625.3
Baldomero,Luz,aristides87@example.org,Sales,50485.93
Candelas,Cervantes,nacio41@example.org,Sales,49345.56
Francisca,Antúnez,ernesto07@example.com,Sales,33173.1
Héctor,Gimeno,priegonicolas@example.com,Sales,42717.15
Teo,Pozuelo,samuelclemente@example.org,Finance,77286.82
Ismael,Tomás,iglesiapaula@example.net,Sales,71085.13
Mohamed,Núñez,beldanacho@example.org,Operations,56717.97
Leocadio,Peinado,hectorrivero@example.com,Engineering,77384.49
Anita,Mata,riberarosa-maria@example.org,Sales,29986.57
Maricruz,Correa,beatriznaranjo@example.net,Finance,63889.37
Amada,Puerta,zacarias10@example.net,Operations,60890.12
Maricruz,Portero,boixovidio@example.com,Human Resources,37651.93
Berta,Falcón,ngomez@example.net,Marketing,19156.43
Conrado,Vizcaíno,marcelavalcarcel@example.net,Engineering,58134.57
Nicolasa,Torres,imurcia@example.net,Engineering,41926.91
Godofredo,Martin,maciasmargarita@example.org,Sales,39170.17
Elpidio,Codina,fllabres@example.com,Finance,20660.41
Benigna,Río,sonia14@example.net,Human Resources,56474.21
Lucio,Fortuny,ssaura@example.net,Marketing,53711.64
Elisabet,Chaparro,amandamurcia@example.com,Marketing,69780.56
Inmaculada,Mir,nebotcandida@example.com,Operations,54301.31
Juan José,Folch,somozamarta@example.net,Finance,47323.62
Norberto,Borrás,osalom@example.net,Finance,61440.84
Luciana,Vargas,arreguijordan@example.org,Finance,29623.96
Rufina,Antúnez,victorhidalgo@example.com,Finance,51855.79
Anastasia,Parra,mbueno@example.net,Operations,62700.14
Malena,Jara,arocaedelmira@example.net,Finance,52570.78
Heraclio,Barragán,oriana85@example.org,Sales,48096.19
Jose Manuel,Serrano,gironleocadia@example.org,Sales,35185.61
Sergio,Angulo,aurelioavila@example.org,Operations,64838.46
Lourdes,Tolosa,tristansosa@example.net,Sales,48495.19
María,Cadenas,tamaritisaac@example.org,Engineering,63806.62
Liliana,Hervás,kfranco@example.com,Human Resources,54224.36
Lidia,Fiol,reinavarela@example.org,Operations,45180.12
Lorenzo,Ayuso,almeidarosario@example.com,Sales,45309.71
Isidora,Cano,ambrosio79@example.com,Operations,31943.0
Maxi,Soto,penasberta@example.com,Finance,50520.57
Olimpia,Gimenez,elviragarrido@example.com,Operations,19179.66
Nicanor,Santana,duiliocosta@example.com,Marketing,43452.69
Lucho,Morera,barrosoanunciacion@example.org,Finance,30031.92
Delia,Villa,poncio45@example.org,Human Resources,61115.69
Lino,Olivares,quinteroandres-felipe@example.com,Engineering,49202.95
Edmundo,Valle,casalfrancisco-jose@example.com,Engineering,28286.25
Timoteo,Doménech,barrancomaximino@example.com,Operations,42982.68
Anastasia,Torrecilla,nbonet@example.org,Finance,72258.75
Calisto,Solana,xalamo@example.org,Human Resources,68237.53
Prudencio,Tejero,custodioromero@example.com,Human Resources,32649.82
Xavier,Zaragoza,morellantonia@example.org,Engineering,36921.39
Ramiro,Hoz,cfigueroa@example.org,Sales,34007.73
Catalina,Ledesma,davilajose-manuel@example.org,Sales,19514.69
Nicanor,Mínguez,mdonaire@example.com,Finance,25624.74
Cesar,Jerez,barreragabriela@example.com,Human Resources,56581.55
Victoriano,Puig,nandoabad@example.org,Marketing,44528.67
Magdalena,Lladó,aguilaazahara@example.com,Sales,71058.86
Lourdes,Ramos,iglesiaeladio@example.net,Human Resources,57329.38
Nieves,Casanovas,sgodoy@example.com,Engineering,42225.41
Rufina,Martínez,baezsabas@example.net,Sales,31290.54
Perlita,Gonzalo,ktomas@example.org,Human Resources,32336.43
Édgar,Rincón,brunoaragon@example.com,Engineering,58549.62
Vera,Mesa,droldan@example.net,Human Resources,47303.38
Begoña,Yuste,emmacasas@example.org,Human Resources,72066.99
Fabián,Rozas,roquerios@example.net,Sales,62408.03
Wálter,Hurtado,ybeltran@example.net,Sales,45419.94
Sebastian,Barrio,luisamador@example.com,Operations,43538.21
Herberto,Fuster,valentin95@example.net,Engineering,56181.51
Noa,Robledo,ameliaorozco@example.com,Human Resources,58582.9
Eva,Bernat,geraldo65@example.org,Engineering,43980.07
Adelardo,Araujo,baguilera@example.com,Operations,23125.3
Adalberto,Adán,anastasia02@example.org,Engineering,51391.4
Jose,Aller,ksantiago@example.org,Sales,79551.22
María Carmen,Juárez,vilaabilio@example.com,Engineering,22280.16
Laura,Maestre,evangelina62@example.org,Operations,21050.62
Pascual,Fuente,jenarofabregat@example.org,Engineering,23449.77
Isidro,Villar,ktomas@example.net,Operations,26478.38
Luciano,Cabanillas,mayolines@example.org,Finance,55390.1
Cruz,Aznar,jpedrero@example.org,Sales,38628.65
Gregorio,Redondo,hmelero@example.net,Sales,55342.0
Chucho,Busquets,ovidioarmas@example.com,Engineering,26665.85
Dolores,Cordero,damian06@example.com,Sales,43060.85
Luisa,Lozano,esolera@example.net,Marketing,75607.74
Fabio,Mínguez,dalmauroberto@example.org,Finance,28591.46
Hortensia,Salas,chavesmodesto@example.org,Operations,47796.79
Pepito,Arnau,agata22@example.net,Operations,40851.4
Eliana,Raya,parteaga@example.net,Finance,50626.63
Carmen,Chico,ainoaisern@example.com,Operations,46275.5
Quique,Coronado,terezabala@example.com,Marketing,32863.19
Edu,Cifuentes,montesmicaela@example.org,Marketing,27787.76
Julio,Juliá,uportero@example.org,Operations,27392.62
Lupe,Torralba,amigocesar@example.com,Operations,49287.81
Jaime,Arranz,maria-doloresescriva@example.org,Finance,51307.62
Rosaura,Ballester,perla84@example.net,Sales,25454.1
Dalila,Chico,fherranz@example.org,Operations,45633.33
Ainoa,Campoy,paco74@example.net,Engineering,27209.61
Pepita,Peláez,bruno46@example.org,Engineering,33916.59
Diego,Miró,riosrosa@example.net,Engineering,69352.31
Herminio,Abad,ciriaco61@example.net,Finance,52854.02
Yago,Sobrino,adoracion47@example.com,Human Resources,61113.46
Lucho,Ferrera,ingrid19@example.org,Engineering,74557.65
Augusto,Cabello,lucio14@example.com,Sales,18070.95
Eugenia,Sandoval,elisanjuan@example.org,Human Resources,64437.89
Celso,Gracia,burgosanacleto@example.com,Human Resources,74404.85
Augusto,Múñiz,franciscoamando@example.net,Finance,23222.09
Ofelia,Pinto,paulaseco@example.com,Engineering,62521.33
Leandra,Iriarte,torojavier@example.com,Finance,24870.15
Isa,Porcel,anibalrubio@example.net,Human Resources,58169.98
Luís,Vallejo,candido73@example.net,Marketing,31802.35
Lucas,Saura,felipaestevez@example.org,Finance,19575.73
Angelina,Amador,felisa24@example.com,Finance,52128.27
Alfonso,Conesa,daniolmo@example.org,Engineering,44496.3
Inés,Boada,ibanposada@example.com,Operations,46793.65
Luís,Colomer,vcasanova@example.com,Sales,79158.35
Quirino,Vázquez,chucho89@example.com,Operations,73339.4
Isaías,Uribe,ljover@example.org,Sales,44301.02
Remigio,Canals,anacleto09@example.org,Sales,51348.3
Ignacio,Cardona,rafadonoso@example.org,Marketing,62123.53
Jennifer,Vergara,barrigapaco@example.com,Marketing,53008.52
Noé,Sans,fvalenciano@example.net,Engineering,21647.35
Chuy,Ropero,mayolazahara@example.com,Marketing,39719.91
Úrsula,Machado,milagrosvergara@example.org,Marketing,73799.74
Rubén,Campos,azconaandres@example.net,Operations,78309.22
Adora,Dueñas,castillooscar@example.org,Engineering,48472.36
Agustín,Sebastián,kcontreras@example.com,Operations,49891.91
Guillermo,Cortina,jenarobenitez@example.com,Human Resources,58127.18
Delfina,Tamayo,felisamorata@example.net,Engineering,22884.72
Araceli,Bartolomé,kcastello@example.com,Operations,61233.81
Baltasar,Elías,fidelcanovas@example.com,Operations,74351.33
Pepita,Garcés,fuertesciro@example.com,Sales,63257.46
Abel,Pastor,clarafeijoo@example.org,Operations,36503.83
Florina,Pons,valeriobelda@example.org,Marketing,68248.98
Juan,Abella,daniroman@example.net,Sales,21981.25
Alberto,Sala,bgilabert@example.com,Marketing,59212.86
